episodes,episode_length,returns,average_reward,round_time,episodes_test,episode_length_test,returns_test,average_reward_test,round_time_test,round_time_total,loss_total,loss_critic,loss_actor,memory_size,reward_mean,reward_std,reward_min,reward_max,reward_corr,value_target_mean,value_target_std,q_value_mean,q_value_std,td_error_mean,td_error_std,learning_rate,gradient_norm_actor,gradient_norm_critic,actor_param_norm_before,actor_param_norm_after,critic_param_norm_before,critic_param_norm_after,actor_grad_var,critic_grad_var,critic_agreement_ratio,entropy_log_probs_mean,entropy_traj_start,entropy_traj_end,entropy_traj_delta,entropy_traj_mean,entropy_traj_std,actor_output_mean,actor_output_std,actor_entropy_first_mean,actor_entropy_first_std,loss_total_delta,critic_disagreement_mean,critic_disagreement_std,critic_disagreement_max,critic_disagreement_min,critic_disagreement_median,critic_disagreement_q25,critic_disagreement_q75,critic_var_top5_mean,model_val_mean,target_val_mean,critic_value_drift,avg_action_change,obs_delay_mean,act_delay_mean,nstep_len_mean,nstep_len_std,is_rtac,iteration_time
0,,,1.2480591589802474e-105,0 days 00:00:22.687058,0.0,,,1.645581074401221e-99,0 days 00:00:00.270361,0 days 00:00:22.687578,13.204991563796996,60.33019474375248,-175.29582203674317,616023.562,0.0024357071489648535,0.028166120888575237,0.0,0.4618657764529527,0.5394096055207228,175.3449640045166,3.127735517859459,175.34573921203614,1.0887324890494348,0.0007750590741634369,2.9317155987620356,0.0003,0.1075020388737321,195.20923336029054,82.95027733922458,82.95027733922458,390.5543936252892,390.5543936252892,2.1334658916316584e-07,0.477277942313347,0.0,-1.366144220471382,1.3662489660978316,1.3662041220664978,-4.484403133392334e-05,1.366175013780594,0.004625978253141511,0.005055993327696342,0.5874260359406471,,,0.00019900131225585938,0.6155518052652478,6.03192480879277,67.72232682201266,1.3917299336753786e-05,0.03541480512544513,0.008021982555277645,0.10483850336447358,14.140713277250528,175.01664068603515,175.02377139282225,0.46936628556251525,1.0606853253642716,,,1.386984375,0.8911719527244568,0.0,0.01707516074180603
0,,,2.2439055236044266e-266,0 days 00:00:22.283126,0.0,,,2.921314202459585e-88,0 days 00:00:00.276883,0 days 00:00:22.283689,10.455935768127441,56.918482939481734,-175.39425386047364,617019.566,0.0025499639760959074,0.02997042209957127,0.0,0.49170096422923926,0.531281129085488,175.43098348999024,3.0314442957043646,175.4267301940918,1.1164423834085464,-0.00425350558757782,2.8116070143580436,0.0003,0.11182145264744758,187.51074700164796,83.01040843475097,83.01040843475097,390.77928944900634,390.77928944900634,2.189323626353712e-07,0.4262290076316567,0.0,-1.3661698875427246,1.3663787481784821,1.366217914223671,-0.0001608339548110962,1.366139867901802,0.004559499664232134,0.002163640896382276,0.587413169503212,,,-0.00017084884643554687,0.44183400409296153,4.014052609659731,44.82387032574415,1.6253622830845416e-05,0.03620131384581327,0.008134031866211444,0.10670514103770257,9.657014061510562,175.11521252441406,175.10797680664064,0.4496304603815079,1.0585535884896913,,,1.386078125,0.8891556057333946,0.0,0.016479804992675783
0,,,1.376638031875679e-59,0 days 00:00:22.036366,1.0,1000.0,6.954420067878369e-141,6.954420067878369e-144,0 days 00:00:00.263759,0 days 00:00:22.036919,9.697175050735474,55.98463771224022,-175.45267628479004,618015.57,0.0023076561067595963,0.027206167964736943,0.0,0.4528036302947877,0.5280155118753027,175.49562559509278,3.016690245449543,175.49855645751953,1.1123999109864235,0.0029314272254705427,2.7722619012594225,0.0003,0.10891614928096532,187.1739149618149,83.07668206493743,83.07668206493743,390.95553934454915,390.95553934454915,2.1180936700737617e-07,0.435195725049125,0.0,-1.3653917994499207,1.365611789703369,1.3659588556289672,0.00034706592559814454,1.3657774640321731,0.004584454482479487,0.008366318170796149,0.5880961870551109,,,0.3683392372131348,0.39457598615810274,3.5282556795328857,39.34038285261393,1.4643984497524799e-05,0.03598663127887994,0.008130417524836958,0.10614384678378701,8.457050103247166,175.18299366760255,175.18625331115723,0.4516480988264084,1.0603934708833695,,,1.3915859375,0.8892618868947029,0.0,0.016274888515472413
0,,,1.1297130432820003e-262,0 days 00:00:21.859074,1.0,1000.0,1.4144905209965079e-97,1.414490520996508e-100,0 days 00:00:00.265235,0 days 00:00:21.859628,11.196339084625244,57.863748222470285,-175.47329689025878,619011.57,0.0022364778135091925,0.02623774722678487,0.0,0.42714906864682695,0.5380341419864417,175.5328740081787,3.040423087120056,175.52939347839356,1.0691092308759689,-0.0034805567264556887,2.821307349860668,0.0003,0.11122159673646093,189.01595452690125,83.12888434005342,83.12888434005342,391.1378176620603,391.1378176620603,2.1861837531389484e-07,0.434335755924636,0.0,-1.3661720616817474,1.3661872426271437,1.3661952642202377,8.021593093872071e-06,1.3660167888402939,0.00468860318834777,-0.0008332687365182209,0.5895474187135696,,,-0.3675582542419434,0.27819721813499926,2.230911866784096,24.472152082651853,1.2879826477728784e-05,0.03372959529422224,0.007605687917326577,0.09918139781802893,5.582153183460235,175.1965343170166,175.21777668762206,0.45096406984329224,1.0633019625345868,,,1.386421875,0.888608323931694,0.0,0.016121526002883912
0,,,0.0017662677417905781,0 days 00:00:22.276824,1.0,1000.0,4.927737906583121e-143,4.927737906583122e-146,0 days 00:00:00.265880,0 days 00:00:22.277373,7.61383292388916,53.4024016803503,-175.54044192504884,620007.574,0.0025937344100264463,0.030262572476316377,0.0,0.5003935675430481,0.5412355380887602,175.58456562805176,2.9818966816067696,175.58179615783692,1.1477404537200928,-0.002769901394844055,2.7541146951317788,0.0003,0.10785273035243154,187.40646222305298,83.21574761139182,83.21574761139182,391.35045308727024,391.35045308727024,2.0520757974473726e-07,0.4425746060565289,0.0,-1.3658438093662262,1.366009493947029,1.3662822263240815,0.0002727323770523071,1.3662291485071183,0.004598498301056679,-0.0022610008760238997,0.5892292328476906,,,-0.0009841995239257813,0.5657740547992289,5.478515615433454,61.46100726976991,1.393716677557677e-05,0.03407928516529501,0.007661285001318902,0.10191365345939994,12.909403124570847,175.26854293823243,175.26799746704103,0.44455742406845095,1.0627171911398567,,,1.3888203125,0.8901486573815346,0.0,0.0164181809425354
0,,,0.42516397942569156,0 days 00:00:22.190008,0.0,,,2.5162344720267934e-186,0 days 00:00:00.259480,0 days 00:00:22.190553,9.580349864959716,55.90052983748913,-175.70037019348143,621003.574,0.002913927401980687,0.033351544437356107,0.0,0.535745987519361,0.5348498239765759,175.7304017944336,3.039089878618717,175.7307682800293,1.0926925355196,0.00036660927534103394,2.8372367701530457,0.0003,0.11315971626713872,173.89223171043395,83.3149064614962,83.3149064614962,391.57086394676566,391.57086394676566,2.456784552506974e-07,0.3771490335660637,0.0,-1.3660008664131165,1.3660528535842895,1.3659454419612884,-0.00010741162300109863,1.365903768181801,0.004497946818824858,0.002055378648859914,0.5867741501927376,,,-0.0009627037048339843,0.5280591416358947,5.026631022848189,56.27664531821012,1.5194253413937985e-05,0.03530376525595784,0.00794049701152835,0.10354093946516514,11.915383857667447,175.42869123840333,175.40782081604004,0.4312625041007996,1.0568158731063206,,,1.38415625,0.8877512220144271,0.0,0.016282841205596924
0,,,7.389644451905042e-16,0 days 00:00:22.218743,0.0,,,5.472112431915542e-220,0 days 00:00:00.281490,0 days 00:00:22.219290,10.488237846374512,57.05443969655037,-175.77656956481934,621999.574,0.0030856648038972948,0.03568370360785825,0.0,0.5820938995732556,0.529461127851624,175.82732438659667,3.016179610610008,175.82497785949707,1.0255000451803207,-0.0023469724357128145,2.8246135696172714,0.0003,0.11238483095169068,187.3989776573181,83.39551141399843,83.39551141399843,391.68018519893286,391.68018519893286,2.309240027074111e-07,0.4698287552201655,0.0,-1.3656648391485213,1.365982529401779,1.3655236722230912,-0.0004588571786880493,1.365776555299759,0.0045433337888680396,0.004552205662010238,0.5868904250264168,,,0.001646984100341797,0.20080391580983997,1.4063212899006903,15.36444068157673,1.3548325165174901e-05,0.03500523907318711,0.007923563876654953,0.10245508506521582,3.5610852136909963,175.5120964202881,175.50960894775392,0.46085743194818496,1.0565442758202552,,,1.388109375,0.8903549111485481,0.0,0.016276854515075684
0,,,0.2717284130047117,0 days 00:00:22.272607,1.0,1000.0,8.426707619781145e-148,8.426707619781143e-151,0 days 00:00:00.279716,0 days 00:00:22.273157,12.635860815048218,59.75780988657475,-175.85193560791015,622995.574,0.003264791056627433,0.037364748245396553,0.0,0.6056034574576711,0.5333439935797797,175.91237655639648,3.0876182073950766,175.91306532287598,0.9953439980149269,0.0006889898777008057,2.9205896180868147,0.0003,0.11598759556934238,195.83115451145173,83.43697866114718,83.43697866114718,391.8595101249218,391.8595101249218,2.856155874759736e-07,0.47541829117474843,0.0,-1.3660952577590941,1.3658920266628265,1.3660066126585007,0.0001145859956741333,1.3658236539363862,0.004590337034343975,-0.0013358743361895904,0.5888363460302353,,,0.3671502876281738,0.40537295024469494,3.722725292608142,41.593204957634214,1.5179241774603725e-05,0.03558940222114325,0.008021484176628292,0.10404409002885222,8.786864263683558,175.58611128234864,175.5908403930664,0.4618892372250557,1.061592045545578,,,1.3875390625,0.8895302191972733,0.0,0.016265024662017822
0,,,0.012632239566482439,0 days 00:00:22.405393,0.0,,,1.4164004146081575e-159,0 days 00:00:00.263994,0 days 00:00:22.405944,12.077754127502441,59.06434948945046,-175.8686280822754,623991.578,0.003599826627547481,0.04036266652843928,0.0,0.641656661052799,0.5220508594690327,175.9354655456543,3.0863259976506234,175.93205639648437,0.9898071907758713,-0.0034094866812229155,2.922483889043331,0.0003,0.11077407560124994,195.6949613018036,83.49314367032272,83.49314367032272,392.00384344002606,392.00384344002606,2.122375404312038e-07,0.4777319205077365,0.0,-1.3663969659805297,1.3661087386608124,1.366101506948471,-7.231712341308594e-06,1.365990915775299,0.004545664503821172,0.0046722690072492695,0.5877798028588295,,,-0.3644076156616211,0.5839552686810493,5.717518172495067,64.16903065389394,1.438173686619848e-05,0.036210324577987195,0.008202430528588593,0.10544619362056255,13.323624860823154,175.60389028930663,175.6097146911621,0.45555749160051345,1.0614941836794218,,,1.3888828125,0.8902958277463913,0.0,0.016310396671295167
0,,,4.881766713439663e-138,0 days 00:00:22.428282,0.0,,,1.9791450026195073e-184,0 days 00:00:00.273559,0 days 00:00:22.428836,17.258257371902467,65.5404175786972,-175.87038563537598,624987.578,0.0035210438882818506,0.03989258041142714,0.0,0.6409044187078209,0.5250960024927553,175.9579832763672,3.1642993571162226,175.95780909729004,0.8948520157337189,-0.00017469698190689087,3.0573438081741333,0.0003,0.11274048125743866,199.02637228775023,83.49889457509346,83.49889457509346,392.1531065518558,392.1531065518558,2.1856468970327114e-07,0.4953675706650829,0.0,-1.3658855885267258,1.3660594788789748,1.3660662379264832,6.759047508239746e-06,1.3660781371593476,0.00436631605355069,0.0018369628924992866,0.5877816771864891,,,-0.003718158721923828,0.3097367146164179,2.606618733949959,28.9075345672369,1.4438260812312365e-05,0.03577893872559071,0.008131806863006205,0.1049619642496109,6.314082782387733,175.60432244873047,175.6320084991455,0.4741786836385727,1.0596210146546363,,,1.386015625,0.8898067337274551,0.0,0.016281498432159425
0,,,6.04189398895799e-249,0 days 00:00:22.327293,0.0,,,9.991186040793692e-141,0 days 00:00:00.275787,0 days 00:00:22.327841,21.77078064727783,71.13858078181744,-175.70042037963867,625983.578,0.0034449600761778535,0.03910458492765632,0.0,0.6310138034750323,0.5381783408631163,175.7999202270508,3.4689297437667848,175.79908842468262,1.0571992587447165,-0.0008326054513454437,3.3061771422028543,0.0003,0.11644816699624061,205.65137605190276,83.53173978580656,83.53173978580656,392.3726205073893,392.3726205073893,2.4475340170937444e-07,0.5076041334959446,0.0,-1.3657569870948791,1.3661305884122847,1.3659246824979783,-0.0002059059143066406,1.366057354450226,0.004468981873127632,-0.0013820014769153203,0.5876190327405929,,,0.00020821762084960937,0.6623010836429895,6.486948321066797,72.84736836251616,1.718158845324069e-05,0.039348928913474086,0.008883703036233783,0.1152244710624218,15.170227575987578,175.42872091674803,175.46956115722656,0.4761293660402298,1.0604274738232293,,,1.384578125,0.8853660137057304,0.0,0.01616219973564148
0,,,2.7955331770162256e-186,0 days 00:00:22.552761,0.0,,,6.084497876632404e-213,0 days 00:00:00.266406,0 days 00:00:22.553313,8.887982542037964,55.06992339324951,-175.83978182983398,626979.582,0.0034411644414487777,0.03966008217444606,0.0,0.6473227955919432,0.5175156639942725,175.88889837646485,3.0275202619433403,175.88674824523926,1.0483174078464508,-0.0021505610942840576,2.8617370629906653,0.0003,0.10924083329364657,171.2335440940857,83.57960185243003,83.57960185243003,392.6039913491011,392.6039913491011,2.175719396753095e-07,0.3840285969923134,0.0,-1.3660760139226913,1.3659926780462266,1.3660612906217575,6.861257553100586e-05,1.3660707223415374,0.004514494700357318,0.009100187056057621,0.5876867578029633,,,-0.00041782379150390625,0.7241894716918469,7.183546442013234,80.61788424246014,1.5538828913122416e-05,0.03629528962820768,0.008297563692554832,0.10744518027082085,16.87065161922574,175.575023727417,175.56450187683106,0.40706835889816284,1.0615353168447814,,,1.3889453125,0.88998605042696,0.0,0.016302319049835205
0,,,2.6803969969521703e-174,0 days 00:00:23.504513,0.0,,,7.49008232207089e-217,0 days 00:00:00.289812,0 days 00:00:23.505047,22.498931901931762,72.05639398956299,-175.73091764831543,627975.586,0.0033839493875696554,0.03856041478957428,0.0,0.6232126252592193,0.5249104249173543,175.83755932617188,3.465693316936493,175.8352720336914,1.03539397752285,-0.0022864388823509215,3.3246065264940263,0.0003,0.11180559205636383,211.34389582824707,83.61654540586885,83.61654540586885,392.7795373030901,392.7795373030901,2.0873997792847376e-07,0.5290484064937918,0.0,-1.3657317497730255,1.3658173917531966,1.3661836545467376,0.0003662627935409546,1.3660113406181336,0.0045522309216903525,0.005590790209011175,0.5881911452412605,,,-8.025360107421875e-05,0.39263516953215005,3.489038812197745,38.897365343868735,1.64773321012035e-05,0.036705634450539947,0.008430962550453842,0.10958605137467384,8.361380704447628,175.46031904602052,175.50905613708497,0.4866066600084305,1.0621773610512415,,,1.3858125,0.8871303918361664,0.0,0.017179237127304077
0,,,4.749535572886031e-214,0 days 00:00:22.548758,1.0,1000.0,2.8227266250620675e-186,2.8227266250620674e-189,0 days 00:00:00.292833,0 days 00:00:22.549321,9.80553845024109,56.205519374012944,-175.7943860015869,628971.586,0.0035259788219910676,0.04037108601652235,0.0,0.6472709004122414,0.5149199788104087,175.86030130004883,3.0931101260781286,175.85853269958497,1.0781761699914931,-0.001768542915582657,2.878175753057003,0.0003,0.10837138514593243,188.64778946971893,83.67208127886539,83.67208127886539,392.9648550890684,392.9648550890684,2.186149613692123e-07,0.4317664593399968,0.0,-1.3655391212701797,1.3659889931678773,1.3657062840461731,-0.00028270912170410157,1.3659394346475602,0.004507041129050776,0.003850682353484444,0.5877988532185554,,,0.0013325386047363282,0.4158029531426728,3.768589634433389,42.06747912687063,1.381945819593966e-05,0.03580845840461552,0.007989803349133582,0.10580348140746355,9.000418052107095,175.52717793273925,175.53231568908691,0.429941626906395,1.0596143553853035,,,1.38809375,0.8880480198860169,0.0,0.01618730664253235
0,,,3.6588332871379813e-264,0 days 00:00:22.636070,1.0,1000.0,4.57824476131732e-218,4.57824476131732e-221,0 days 00:00:00.295755,0 days 00:00:22.636615,15.955982851028443,63.88906192433834,-175.7763337249756,629967.59,0.0037363392618752415,0.04220486027881358,0.0,0.6795667402797166,0.5319233047274465,175.85557127380372,3.352529832780361,175.8553824157715,1.1493273748755455,-0.00018919599056243895,3.123742318511009,0.0003,0.11807044903188944,200.90456302547454,83.74790490668127,83.74790490668127,393.18449193289877,393.18449193289877,2.6732251085803685e-07,0.5103595549830934,0.0,-1.3663761100769043,1.3658647050857544,1.3656365523338319,-0.00022815275192260742,1.3658819155693054,0.004497497628064593,0.007291179709252901,0.5870064031481743,,,0.00633306884765625,0.5618657006844878,5.421360633768141,60.79474172520638,1.7211505444720388e-05,0.03609856123104691,0.008224928777199238,0.10627265562862158,12.738778730005025,175.50765351867676,175.52299629211427,0.46475107979774477,1.0595046968261401,,,1.3861953125,0.8900124117732048,0.0,0.016184136152267457
0,,,6.0735468556758435e-56,0 days 00:00:22.729165,1.0,1000.0,1.9656898795419644e-213,1.9656898795419645e-216,0 days 00:00:00.263299,0 days 00:00:22.729720,16.304067541122436,64.32143183994293,-175.76539044189454,630963.594,0.0035229503606703963,0.039452997574273625,0.0,0.628165753695956,0.5204034448883612,175.84811418151855,3.3079962210059164,175.84879243469237,1.15571148198843,0.0006777360588312149,3.0703893425464632,0.0003,0.11035365989431739,201.87330989551543,83.77773723274615,83.77773723274615,393.37760021340847,393.37760021340847,2.1880367306437166e-07,0.494526921513665,0.0,-1.3660635138750077,1.3658318600654602,1.3661843293905258,0.0003524693250656128,1.3660585294961929,0.00454208179374109,0.005585506079660263,0.5878575471639633,,,-0.006700027465820313,0.2837072018161416,2.22589577113837,24.534307003349067,1.5705471741966904e-05,0.037719613092020154,0.008567601712420582,0.11046271223202347,5.556806213229895,175.4941230316162,175.51700956726074,0.47067969608306887,1.0627397968173027,,,1.383140625,0.8894540836811066,0.0,0.016232627868652344
0,,,8.054165257624076e-81,0 days 00:00:22.873219,1.0,1000.0,1.6190865474570682e-214,1.6190865474570682e-217,0 days 00:00:00.289432,0 days 00:00:22.873761,12.813619016647339,59.95948597705364,-175.76984942626953,631959.598,0.0033362383816229395,0.03794107653499103,0.0,0.6096891593577023,0.5392907459112175,175.84754310607912,3.3070334203243257,175.8453974761963,1.2606867797374726,-0.0021445224285125733,3.0114753555059433,0.0003,0.11200075472891331,197.06536700344085,83.86577499091253,83.86577499091253,393.5668631660044,393.5668631660044,2.8170736253052555e-07,0.4715987757783732,0.0,-1.3657913358211518,1.3660232599973678,1.3661027100086212,7.945001125335694e-05,1.3659515829086304,0.004475570123293437,0.007398820028465707,0.5878566794395447,,,0.0012807350158691407,0.6022407518588007,5.726485366761684,64.05453289529682,1.6260589589364828e-05,0.0408818304464221,0.009271745027974248,0.11880420235544444,13.575805538654327,175.50214137268065,175.52311724853516,0.4616943214535713,1.0605360634128254,,,1.3854375,0.8896861566901207,0.0,0.01631021523475647
0,,,2.1287159217269051e-162,0 days 00:00:23.026545,1.0,1000.0,4.695971874616763e-217,4.6959718746167634e-220,0 days 00:00:00.294430,0 days 00:00:23.027097,16.136458166122438,64.0655601543188,-175.5799517211914,632955.602,0.003371059048976705,0.038447481892958026,0.0,0.6234820390979187,0.5122450223311825,175.68251484680175,3.3423314468860625,175.681503036499,1.2497467349171638,-0.0010120168924331666,3.0269356100559235,0.0003,0.1068383216895163,193.39638960266115,83.92487300774269,83.92487300774269,393.7090060892105,393.7090060892105,1.9299478382350798e-07,0.4969425028534024,0.0,-1.3656787297725677,1.3657388691902161,1.3656603951454163,-7.847404479980469e-05,1.365646108865738,0.004553419197560288,0.010378240485209972,0.5868221519589424,,,0.00042057609558105466,0.26034941435977815,2.023051155820489,22.315022399127482,1.5382925746962428e-05,0.03712747701816261,0.00816902810242027,0.10910688564181328,4.9842636362314225,175.30906518554687,175.35482516479493,0.4522476849555969,1.0585068552295367,,,1.3856171875,0.8928689251542091,0.0,0.016377340078353883
0,,,9.521120274638276e-173,0 days 00:00:22.913279,0.0,,,2.702018724454821e-219,0 days 00:00:00.258951,0 days 00:00:22.913826,15.171668148040771,62.85562283730507,-175.56415153503417,633951.602,0.003515844153534904,0.040256723326354917,0.0,0.6502425943471121,0.5314928747988015,175.63611164855956,3.4110023242235186,175.63437098693848,1.3154803239703179,-0.0017401272654533387,3.0592368634939193,0.0003,0.10986446994915605,209.0227553691864,83.95165910981619,83.95165910981619,393.87858136069775,393.87858136069775,2.2604833167427785e-07,0.5269617254035548,0.0,-1.365876753807068,1.3659454436302185,1.3660045914649963,5.914783477783203e-05,1.366040088891983,0.004447918234000099,-2.423052513040602e-05,0.5868334699869155,,,-9.750938415527343e-05,0.38325616139918567,3.2920070841535924,36.644998514831066,1.570166740566492e-05,0.03970143053494394,0.009033552552689799,0.11580063990876079,8.00675616285205,175.28833586120606,175.300477142334,0.48771396446228027,1.0604358966549237,,,1.3838984375,0.8878029109239578,0.0,0.0162087504863739
0,,,1.0198590812609493e-202,0 days 00:00:22.866397,1.0,1000.0,5.40354837332632e-218,5.40354837332632e-221,0 days 00:00:00.292690,0 days 00:00:22.866955,14.710823862075806,62.283253168702124,-175.57889494323732,634947.606,0.0036411250806555324,0.040981965064295606,0.0,0.654650747532837,0.5297669569231366,175.65104481506347,3.35636332821846,175.64815164184571,1.2656727854609489,-0.0028936174511909486,3.0537011168003083,0.0003,0.11553491730615496,200.57599391174315,84.05452911756672,84.05452911756672,394.0711395586133,394.0711395586133,2.668338051812214e-07,0.4930449686652573,0.0,-1.3660064334869384,1.3657729085683823,1.3661729681491852,0.0004000595808029175,1.3658916511535644,0.004618941012246068,0.004905380595242604,0.588576169371605,,,-0.0017701797485351561,0.6293965413868428,6.120007234014571,68.58731736055016,1.6647293930873275e-05,0.03826463291980326,0.008768374842125922,0.11221457854658365,14.383914177268743,175.30846725463869,175.31901368713378,0.4763445649147034,1.0624967757860817,,,1.391375,0.8879382573962211,0.0,0.016138607025146485
0,,,0.0,0 days 00:00:23.069982,0.0,,,4.2564705118746216e-221,0 days 00:00:00.290036,0 days 00:00:23.070530,8.413058290481567,54.425123156785965,-175.63520042419432,635943.606,0.0034699355959619265,0.03979497257799759,0.0,0.6401670335146298,0.5114565558445174,175.69346383666993,3.1289431449174883,175.69335301208497,1.2596754077076913,-0.00011184591054916382,2.792435358762741,0.0003,0.10884419597312808,174.4633249320984,84.12965229470795,84.12965229470795,394.24044908300044,394.24044908300044,2.2629168897481123e-07,0.3844408703111694,0.0,-1.3660116823911668,1.3660332057476043,1.3663721792697907,0.0003389735221862793,1.3661803891658784,0.004604252073157113,0.001550019414513372,0.5884679191708565,,,0.000125762939453125,0.40047154523059725,3.6028945638239382,40.227896993368866,1.5713740256614982e-05,0.03723106748610735,0.008495582765433937,0.10938680246472358,8.571429639458657,175.3677287902832,175.3663907775879,0.41121709370613097,1.063051267683506,,,1.39084375,0.8910222082138062,0.0,0.016217445135116578
0,,,1.7546821087868514e-225,0 days 00:00:23.110063,1.0,1000.0,6.909376659582303e-109,6.909376659582302e-112,0 days 00:00:00.257932,0 days 00:00:23.110612,16.356594102859496,64.35392830628156,-175.63274426269533,636939.61,0.003507522570535689,0.038942126473531645,0.0,0.6124735518493745,0.5266698506110988,175.7098091430664,3.422212016940117,175.7093681793213,1.3266229165792465,-0.0004408589601516724,3.0637220211029055,0.0003,0.11018443510308862,197.0753955373764,84.22128483321332,84.22128483321332,394.42013396576044,394.42013396576044,2.227818161237849e-07,0.4995253542071441,0.0,-1.365347656607628,1.3657376424074172,1.3654017786979675,-0.0003358637094497681,1.3655882946252822,0.004491290774312802,0.0035588021931471305,0.5880134170055389,,,-0.00012005615234375,0.573065444316715,5.49106543379277,61.53763826459646,1.4953625970520078e-05,0.03889646362327039,0.008837135860230773,0.1130440573245287,12.929440723091364,175.36213594055175,175.37906550598146,0.46054894095659255,1.0602153562704724,,,1.3825,0.8915501165986061,0.0,0.016230341911315917
1,1000.0,1.6749353731623283e-120,1.6749353731623284e-123,0 days 00:00:19.491977,0.0,,,5.142583264910608e-181,0 days 00:00:00.261561,0 days 00:00:19.492574,17.88428682899475,66.26786730599403,-175.65003660583497,637935.51,0.0033666591980564967,0.03913659094844637,0.0,0.6401179845785618,0.5129118063615242,175.71751148986817,3.5417105882167816,175.71636798095705,1.3256226059794427,-0.0011436671316623688,3.1806673901677134,0.0003,0.11635069497302175,205.58237837219238,84.30741382309984,84.30741382309984,394.59956854680183,394.59956854680183,3.5128599610345644e-07,0.5272306086310419,0.0,-1.366297288775444,1.3656523852348328,1.36586876142025,0.0002163761854171753,1.3657508027553558,0.004685778828337789,-0.0003962710901396349,0.5887764031291008,,,0.0012705631256103515,0.46160847168415786,4.248930548496545,47.33853187137842,1.5036582946777343e-05,0.0374838587846607,0.008440276864916087,0.10874415141344071,10.13764946526289,175.38138775634766,175.39109100341796,0.4903595539331436,1.0624323992530507,,,1.3874453125,0.892833729326725,0.0,0.016852468490600587
1,1000.0,0.0,0.0,0 days 00:00:19.541519,1.0,1000.0,1.1676786675216913e-215,1.1676786675216912e-218,0 days 00:00:00.276073,0 days 00:00:19.542057,15.77339790725708,63.63196738183498,-175.66087997436523,638931.51,0.0035148336366789728,0.03979507690701219,0.0,0.6325677299055933,0.5430423660496017,175.7400567779541,3.392271514773369,175.7366777648926,1.242121983587742,-0.0033788204193115233,3.081514411866665,0.0003,0.11339542569965125,190.55182309818267,84.38919780839386,84.38919780839386,394.7905405639112,394.7905405639112,2.385358190402087e-07,0.4625458744497737,0.0,-1.3655820900201798,1.3655366890430451,1.3655131045579911,-2.3584485054016114e-05,1.3655546219348909,0.004535142203967553,0.004653518777980935,0.5865715111494064,,,0.002878917694091797,0.3895262963697314,3.411297289483249,37.98214773663879,1.636202575173229e-05,0.03769129770807922,0.008498596352990717,0.11194217105582356,8.236556079149246,175.3904515991211,175.41001177978515,0.443729411303997,1.0600138008991875,,,1.385921875,0.8890542677640915,0.0,0.015868858814239502
0,,,4.936880251710482e-196,0 days 00:00:19.657890,1.0,1000.0,1.4562228147289796e-114,1.4562228147289795e-117,0 days 00:00:00.280068,0 days 00:00:19.658423,13.400744476318359,60.66409891295433,-175.65267280578612,639927.51,0.003400848919502405,0.03883278010278697,0.0,0.6285483726148783,0.51342377132297,175.72209341430664,3.232384364485741,175.72259103393554,1.1366546020507813,0.0004977953135967255,2.98627903598547,0.0003,0.12053691700473428,190.97347916984558,84.45653629203397,84.45653629203397,394.9751619589031,394.9751619589031,2.833844692204934e-07,0.4470475641547237,0.0,-1.3658450311422348,1.3655749900341034,1.3658766111135483,0.00030162107944488526,1.3657804443836212,0.004555865662987344,0.0025661371039459482,0.5861566072702408,,,0.0006275863647460938,0.43700310345739124,3.979144727520645,44.48586874976754,1.6388686955906452e-05,0.03832719114981592,0.008522756749298423,0.11289004488661886,9.44781320130825,175.38147050476076,175.3929178314209,0.4724594326019287,1.0608884108066559,,,1.3868046875,0.8901152776479722,0.0,0.015882596015930176
0,,,4.1611412482928835e-81,0 days 00:00:19.783182,1.0,1000.0,3.374816373033194e-200,3.374816373033193e-203,0 days 00:00:00.295320,0 days 00:00:19.783715,11.042568044662476,57.72463411486149,-175.68569642639162,640923.514,0.003585634004702084,0.04047524539305499,0.0,0.648796024103974,0.5408122845604084,175.75093104553224,3.106470485210419,175.74647688293456,1.05293236464262,-0.004454703450202942,2.9209768329262733,0.0003,0.11787909780070185,188.37428505706788,84.49473480764729,84.49473480764729,395.1216580929756,395.1216580929756,3.167548081233207e-07,0.48221693332400173,0.0,-1.3655638451576233,1.3657766250371932,1.3659823735952377,0.0002057485580444336,1.3658832832574845,0.004577317574119661,0.002785935641033575,0.5861210256814957,,,-0.003246868133544922,0.4227619985975325,3.8231951913833617,42.640789965510365,1.5109293977729976e-05,0.03691888313926756,0.008365445399191231,0.10954055017977953,9.133021341264248,175.4164984588623,175.4207721862793,0.4551455275416374,1.0595305026570954,,,1.38390625,0.8913548611402512,0.0,0.01587816858291626
