episodes,episode_length,returns,average_reward,round_time,episodes_test,episode_length_test,returns_test,average_reward_test,round_time_test,round_time_total,loss_total,loss_critic,loss_actor,memory_size,reward_mean,reward_std,reward_min,reward_max,reward_corr,value_target_mean,value_target_std,q_value_mean,q_value_std,td_error_mean,td_error_std,learning_rate,gradient_norm_actor,gradient_norm_critic,actor_param_norm_before,actor_param_norm_after,critic_param_norm_before,critic_param_norm_after,actor_grad_var,critic_grad_var,critic_agreement_ratio,entropy_log_probs_mean,entropy_traj_start,entropy_traj_end,entropy_traj_delta,entropy_traj_mean,entropy_traj_std,actor_output_mean,actor_output_std,actor_entropy_first_mean,actor_entropy_first_std,loss_total_delta,critic_disagreement_mean,critic_disagreement_std,critic_disagreement_max,critic_disagreement_min,critic_disagreement_median,critic_disagreement_q25,critic_disagreement_q75,critic_var_top5_mean,model_val_mean,target_val_mean,critic_value_drift,avg_action_change,obs_delay_mean,act_delay_mean,nstep_len_mean,nstep_len_std,is_rtac,iteration_time
0,,,1.9469097589253093e-70,0 days 00:00:21.355870,1.0,1000.0,2.3035709135874014e-86,2.3035709135874017e-89,0 days 00:00:00.293650,0 days 00:00:21.356412,7.305659088134766,51.42034906435013,-169.15310090637206,161847.546,0.0008137110365419024,0.010445804155010303,0.0,0.1764937133664767,0.5268586236553238,169.1940245819092,2.8625980961322783,169.1937107696533,1.2267595254182815,-0.00031402814388275147,2.7669661343097687,0.0003,0.1244842739365995,140.65070486068726,54.51402142686118,54.51402142686118,269.47163073308764,269.47163073308764,2.760518857876093e-07,0.2396122141968226,0.0,-1.363016676425934,1.3625023031234742,1.3627668340206147,0.0002645308971405029,1.3627306181192398,0.005176316011580639,-0.003975965639401693,0.5910849502682686,,,-0.0007925586700439453,0.6488742822557688,4.610673180997372,50.453744284033775,4.538951546419412e-05,0.11272861156612635,0.025105999619700014,0.3310630240738392,11.477959207773209,168.73786572265624,168.7652456970215,0.47517802637815476,1.0639407195846238,,,1.3892578125,0.8906547811627388,0.0,0.016159557104110718
0,,,1.035091499246477e-31,0 days 00:00:21.366156,1.0,1000.0,1.5861150345412886e-24,1.5861150345412888e-27,0 days 00:00:00.285200,0 days 00:00:21.366704,0.7551486949920654,43.245236257076265,-169.20520143127442,162843.546,0.0008129975137233478,0.010226563802532581,0.0,0.173484464330541,0.5244787567326685,169.21823403930665,2.764799051105976,169.21769259643554,1.311356140911579,-0.0005414944887161255,2.5823448893427847,0.0003,0.1228527210764587,124.41000261211396,54.61068768361909,54.61068768361909,269.93332848623396,269.93332848623396,2.5578681164617477e-07,0.18698727879219224,0.0,-1.3627253640890122,1.3628812400102615,1.3627965505123139,-8.468949794769287e-05,1.3627713960409165,0.005212373893125914,-0.005784545417525806,0.590919394671917,,,0.0005729732513427735,0.8852315998077392,7.259042313322425,80.47163723170758,4.096086800564081e-05,0.11205435535684229,0.024989111201371997,0.33082491275668147,17.544310733020307,168.78857081604005,168.7877437286377,0.4295934398174286,1.0636343651612599,,,1.3836328125,0.8915766553878784,0.0,0.016130572080612183
0,,,1.3106560966620352e-09,0 days 00:00:21.674877,1.0,1000.0,1.3506860491956707e-78,1.3506860491956708e-81,0 days 00:00:00.269312,0 days 00:00:21.675406,8.992565214157105,53.531593373417856,-169.16354777526857,163839.546,0.0008181624402892424,0.010606067458416354,0.0,0.1818131097786811,0.5316875936293509,169.19433056640625,2.926250099003315,169.192623916626,1.243598526418209,-0.0017064248025417327,2.829693667650223,0.0003,0.12545525430515408,148.07602742004394,54.691866568110186,54.691866568110186,270.4793498471677,270.4793498471677,2.720390340194001e-07,0.2584995582556003,0.0,-1.3632889733314515,1.3630738879442215,1.363138179540634,6.429159641265869e-05,1.3632274111509324,0.005027222248405451,0.0009743599910289049,0.5896754938960075,,,0.3384959526062012,0.5005812794715166,2.882760063290596,30.983868884563446,4.431399086024612e-05,0.11114990587159991,0.024676903525367378,0.33047220766544344,7.69117083209753,168.7467110748291,168.7638349609375,0.5131040850877762,1.0625501465598741,,,1.3879296875,0.8908479961752892,0.0,0.01634563684463501
0,,,1.3207761453130256e-18,0 days 00:00:21.618942,1.0,1000.0,1.2949978696052217e-105,1.2949978696052217e-108,0 days 00:00:00.294130,0 days 00:00:21.619509,5.876286531448364,49.647357531666756,-169.20799690246582,164835.546,0.0008351142534607442,0.010579185212281003,0.0,0.1790502756970074,0.5159408597443835,169.23223031616212,2.8565462846159937,169.2296961517334,1.2847634385824203,-0.002534041941165924,2.70014343804121,0.0003,0.12486812108010054,132.49388456058503,54.78122174239997,54.78122174239997,270.84542520439624,270.84542520439624,3.3344142133273637e-07,0.21827461379027227,0.0,-1.3627866611480712,1.3629298706054687,1.3630686175823212,0.000138746976852417,1.363019468188286,0.005085594311967725,0.004024720584740862,0.5909705059528351,,,-0.33641163635253907,0.5527792575359345,3.61502985021472,39.25682730746269,4.307393997441977e-05,0.10802510737255215,0.023989540497772396,0.32149074725806714,9.19928655564785,168.79358332824708,168.8030948791504,0.4565373760461807,1.066031941930453,,,1.3902109375,0.8888170253634453,0.0,0.016178316831588744
0,,,2.2679102630858552e-226,0 days 00:00:21.510568,0.0,,,4.506258007273607e-87,0 days 00:00:00.267986,0 days 00:00:21.511132,7.038738647460938,51.109857365489006,-169.24573580932616,165831.55,0.0008123652923398767,0.010364046606345783,0.0,0.17564656168455692,0.5470858067664085,169.2591083831787,2.9425354685783387,169.25771812438964,1.2956669064164161,-0.0013899130821228027,2.772789439558983,0.0003,0.1273124061152339,139.7618446445465,54.936866252314296,54.936866252314296,271.2706992060393,271.2706992060393,2.9342290871525734e-07,0.23528231334756128,0.0,-1.3627744596004485,1.362703670501709,1.362701877117157,-1.7933845520019532e-06,1.3625455565452576,0.0051696481292601675,-0.0013725788608426228,0.5908315279483796,,,-0.0030541114807128905,0.46710599067807196,2.630019776701927,28.10522949910164,4.172694613225758e-05,0.1073260652758181,0.023975277774967253,0.31670636831223964,7.021384838998317,168.83360206604004,168.83277409362793,0.48823112523555756,1.0653909332354865,,,1.3927265625,0.8873200858235359,0.0,0.016080579519271852
0,,,3.651439424687792e-21,0 days 00:00:21.711721,1.0,1000.0,1.6355121846737236e-42,1.6355121846737233e-45,0 days 00:00:00.283749,0 days 00:00:21.712274,13.026495134353638,58.60379678797722,-169.28271199035643,166827.554,0.0008593259911418964,0.011078191415347586,0.0,0.18768426069651228,0.5321228116521961,169.31571057128906,3.1412789952158926,169.31483340454102,1.2727723177671433,-0.0008775047063827514,3.0197643673419954,0.0003,0.12601733552664518,150.8323009366989,55.040183224502954,55.040183224502954,271.6692964962423,271.6692964962423,2.7413379676488604e-07,0.2652097115029464,0.0,-1.3623201709985733,1.3623764330148698,1.3621852723360062,-0.00019116067886352538,1.3625291999578475,0.005105515204486437,0.004671297721390147,0.5909286319613457,,,0.006641777038574219,0.4782281105518341,2.748364941805601,29.4446885420084,4.279674729332328e-05,0.10576782494410872,0.023575571309309453,0.3162777478694916,7.352079083383083,168.87179246520995,168.89004821777343,0.5071958504319191,1.0671833560466766,,,1.3889140625,0.8912467475533485,0.0,0.016154576301574707
0,,,2.1255273470275286e-83,0 days 00:00:22.152785,0.0,,,1.2627184985482943e-166,0 days 00:00:00.270111,0 days 00:00:22.153315,7.0508474941253665,51.13829134654999,-169.2989285888672,167823.558,0.0008444387747861648,0.011002187977307004,0.0,0.18630662284298558,0.5122784460332186,169.30437036132813,2.879540276646614,169.30409680175782,1.289318981230259,-0.0002737823724746704,2.731946465194225,0.0003,0.12749557515606283,145.09393661117554,55.15247910662182,55.15247910662182,272.2038026991785,272.2038026991785,2.8626423421584944e-07,0.2599170426609926,0.0,-1.3623704625368118,1.3625904915332794,1.3626930242776871,0.0001025327444076538,1.362654629468918,0.005150726699124789,0.008119792957615573,0.5897727230191231,,,-0.000891845703125,0.5598747739493847,3.6338830091506242,39.462059422135354,4.2017308296635746e-05,0.10765942113846541,0.023997594863642006,0.32131281308829784,9.334213890075684,168.88709788513182,168.87741996765138,0.4847263150215149,1.0620534845391907,,,1.388375,0.8901398886442184,0.0,0.01650015950202942
0,,,3.1944398188410534e-53,0 days 00:00:21.658106,1.0,1000.0,1.7486490532332182e-194,1.748649053233218e-197,0 days 00:00:00.280799,0 days 00:00:21.658661,6.957768028259277,51.04017656731605,-169.37186497497558,168819.562,0.0008624095895760424,0.010986513857746951,0.0,0.18545070466952582,0.5255184011670644,169.39225131225587,3.052950908660889,169.38951901245116,1.386798512816429,-0.0027324072122573853,2.8037183604836464,0.0003,0.12947550939768554,136.4742583436966,55.24772349327151,55.24772349327151,272.6890434416384,272.6890434416384,3.195524426082841e-07,0.22152201254601822,0.0,-1.362701198220253,1.3625891343355179,1.3623897243738174,-0.00019940996170043945,1.362571033000946,0.0051675110484356995,0.0047427793418755755,0.5915519124865531,,,-0.004386219024658203,0.6082554457932711,4.1721327781528235,45.54655225759745,3.949677711352706e-05,0.10749938417598605,0.02366519985347986,0.3231627606153488,10.581102300226688,168.95948272705078,168.9648353424072,0.4635013750195503,1.0647434652845063,,,1.3864140625,0.8897931040525436,0.0,0.016022998094558715
0,,,8.566044654509816e-29,0 days 00:00:21.701951,1.0,1000.0,5.09112647814902e-178,5.09112647814902e-181,0 days 00:00:00.284134,0 days 00:00:21.702504,8.76579079246521,53.31544479441643,-169.43282487487792,169815.566,0.0007167456275475397,0.009414130298121668,0.0,0.16032920449438756,0.5429709069145908,169.459266998291,3.095365789294243,169.45754911804198,1.4049158171415328,-0.001717672199010849,2.8436866174936295,0.0003,0.12255175604298711,130.72828932571412,55.33649074813817,55.33649074813817,273.18041183431444,273.18041183431444,2.655782452443134e-07,0.20575695730373264,0.0,-1.3630481919050217,1.363358293056488,1.3634876605272293,0.00012936747074127197,1.3633921949863435,0.005106788440432865,0.005967467356531415,0.5903037552237511,,,-0.001188018798828125,0.637324425920844,4.521127935037017,49.51802307772636,4.6956929727457466e-05,0.1076978260576725,0.02414584181085229,0.32155474454164507,11.343306021273136,169.02039193725585,169.03473222351073,0.4416999440193176,1.0658545543154083,,,1.388484375,0.8893527497053146,0.0,0.016037109851837157
0,,,1.2417665030137852e-27,0 days 00:00:22.049962,0.0,,,1.181526572815905e-139,0 days 00:00:00.284195,0 days 00:00:22.050524,15.326398525238037,61.483365553617475,-169.30147123718262,170811.57,0.0007970717460406587,0.01010743242848874,0.0,0.17012685439877356,0.5287863767787822,169.35155110168458,3.3089926052093506,169.34765055847168,1.41629354596138,-0.0039005203396081925,3.0881060743927957,0.0003,0.12653910959139467,159.54700601387023,55.43942596060783,55.43942596060783,273.5595778547078,273.5595778547078,2.8682383720024517e-07,0.2939508260127623,0.0,-1.3625816408395768,1.3625356283187866,1.3628267741203308,0.00029114580154418945,1.3627414450645448,0.005208754259627312,0.0062800534130074085,0.5909946668148041,,,0.000897512435913086,0.6698666526079178,4.862837721079588,53.344786318302155,4.3584290659055114e-05,0.10789196588471532,0.024148622654844076,0.32329029268026355,12.144093512952328,168.88660623168946,168.92344441223145,0.547849589586258,1.064486082971096,,,1.3857734375,0.88757613915205,0.0,0.0162875440120697
0,,,5.3859415783335446e-33,0 days 00:00:22.052231,0.0,,,2.2859339358679314e-105,0 days 00:00:00.267873,0 days 00:00:22.052762,8.719497285842895,53.23023278439045,-169.32344357299806,171807.57,0.0007344241551674108,0.00948317348246676,0.0,0.16109522108067437,0.5196507033198959,169.33941961669922,3.087822883486748,169.34163606262206,1.4150080924034119,0.0022165971398353575,2.841097472310066,0.0003,0.1274488112181425,136.130615609169,55.536105736401865,55.536105736401865,274.1327503321469,274.1327503321469,2.797597138126662e-07,0.2294799291769159,0.0,-1.3623877272605895,1.3626495311260223,1.3627318080663682,8.227694034576416e-05,1.362634858727455,0.004995351310237311,0.0064746530552511105,0.5892400819659233,,,0.0006184844970703125,0.6635907870531083,4.799186875224113,52.61925298368931,4.196042555849999e-05,0.10713278715312481,0.02368134571844712,0.32130522148311136,12.010517343044281,168.90689497375487,168.91031507873535,0.4475483815073967,1.0618747212092083,,,1.3822421875,0.889439178943634,0.0,0.016298365831375124
0,,,2.7029112930626314e-176,0 days 00:00:21.920346,1.0,1000.0,7.248097303861528e-215,7.248097303861528e-218,0 days 00:00:00.260510,0 days 00:00:21.920897,13.383494096755982,59.04808117878437,-169.27485557556153,172803.57,0.0007579979393682974,0.00992808168024651,0.0,0.16959195531795934,0.5200176601447165,169.31753578186036,3.236586905241013,169.3166696472168,1.4149590165019035,-0.0008656065203249454,2.9864103949666023,0.0003,0.12689138541370631,140.33625659179688,55.58920084219612,55.58920084219612,274.5106158868521,274.5106158868521,2.8589919737598277e-07,0.2545156687065028,0.0,-1.362537157535553,1.3627174481153488,1.3625271397829055,-0.0001903083324432373,1.3625672644376754,0.005209490156441461,0.010170886392181274,0.5913526744246483,,,-0.001362863540649414,0.5769166273772717,3.7514853298664095,40.37487906897068,3.8891030126251284e-05,0.10766315079852938,0.023942692753858866,0.32136356103420255,9.777687770068646,168.85802363586427,168.888029296875,0.47512959575653074,1.0674140863815942,,,1.3840625,0.8876868064403534,0.0,0.016069870233535767
0,,,1.7398422803157645e-166,0 days 00:00:21.808948,0.0,,,1.760795436950569e-167,0 days 00:00:00.260636,0 days 00:00:21.809503,11.961077993392944,57.25264686143398,-169.20519688415527,173799.574,0.0007318019138138835,0.009376953894951587,0.0,0.16300852755833564,0.5289748699588818,169.24951863098144,3.1995009772777556,169.24683616638183,1.4374112102985381,-0.0026825947761535645,2.9507964091300964,0.0003,0.1329773842431605,153.47083126068117,55.68675917996652,55.68675917996652,274.9419667374939,274.9419667374939,3.50123372289346e-07,0.2853651668276871,0.0,-1.36187009036541,1.3619096829891204,1.3619014867544175,-8.196234703063964e-06,1.3621309200525284,0.005258616471721325,0.009262233217305038,0.5917352924346924,,,0.0020707759857177734,0.6524571379125118,4.646916071608663,50.91527282142639,4.6287331148050725e-05,0.10949562464281917,0.024126967168413102,0.32643932950496674,11.65659101229906,168.79246002197266,168.82483230590822,0.5125426434278488,1.0692005400458973,,,1.3871875,0.8897505533099175,0.0,0.01594164276123047
0,,,1.7315910379751419e-40,0 days 00:00:22.242737,1.0,1000.0,4.12601708940635e-140,4.12601708940635e-143,0 days 00:00:00.292130,0 days 00:00:22.243260,13.897465286254883,59.640045688390735,-169.0728572998047,174795.578,0.0008005735380798317,0.010267850551745934,0.0,0.17327757126529875,0.5210630294659059,169.1296658935547,3.33419587957859,169.1297984161377,1.4466957525014876,0.00013229216635227205,3.0928738208413122,0.0003,0.12833089174702764,151.72899388980866,55.818839146458075,55.818839146458075,275.404892554462,275.404892554462,2.801200238522483e-07,0.26751638842595277,0.0,-1.362375917673111,1.3627734551429749,1.3624186551570892,-0.0003547999858856201,1.3626786510944366,0.005220275025814771,0.010358014733297751,0.591409870326519,,,-0.0013259220123291015,0.6182233328968286,4.198905827850103,45.891202642440796,3.850356873590499e-05,0.10824840246886015,0.02391331297811121,0.3238302121460438,10.800485923230648,168.65290408325194,168.69705856323242,0.5109839807748795,1.067481795410315,,,1.3858125,0.8888271022439003,0.0,0.01627226805686951
0,,,3.9886412650258284e-61,0 days 00:00:22.474613,1.0,1000.0,2.139254668840405e-217,2.139254668840405e-220,0 days 00:00:00.277996,0 days 00:00:22.475161,9.121895143508912,53.666299629926684,-169.0557236328125,175791.582,0.0006577246213118134,0.008377790611903009,0.0,0.14059980008253192,0.5504494481227302,169.08418743896485,3.098959210515022,169.08208583068847,1.3958392075896262,-0.0021008319035172463,2.865509655058384,0.0003,0.12757309929654,135.26557567596436,55.921360557890495,55.921360557890495,275.8838693668395,275.8838693668395,2.7055957835386836e-07,0.2302849643843947,0.0,-1.362957530260086,1.3629439536333083,1.362993157863617,4.9204230308532714e-05,1.363031862258911,0.004998100205266382,0.003284056788368616,0.5886003015637398,,,-3.177261352539063e-05,0.5971647205501794,3.9841639188975098,43.429134013295176,4.2180646094493566e-05,0.10946256582438946,0.024369302013888955,0.3271284020543098,10.213699663221837,168.63396926879884,168.6512114868164,0.46473199796676634,1.05974819813172,,,1.3870390625,0.8873576202392578,0.0,0.01637449312210083
0,,,4.643542418125636e-241,0 days 00:00:22.084112,0.0,,,3.758654193688641e-64,0 days 00:00:00.276834,0 days 00:00:22.084664,10.766687507629394,55.72214655637741,-169.05515017700196,176787.582,0.0008281628556276486,0.01077027643971628,0.0,0.1852858272405857,0.5088782879466589,169.07657957458497,3.1909996124505997,169.0757984161377,1.4459488229751587,-0.0007806907296180725,2.937832451105118,0.0003,0.12545879904180765,147.4946823196411,55.9779770851871,55.9779770851871,276.35805102796854,276.35805102796854,2.9674539078428095e-07,0.2518621969568776,0.0,-1.3636554638147353,1.3636238310337068,1.3635118436813354,-0.00011198735237121582,1.3635269627571105,0.004860464665456675,0.0076151489053736445,0.589314132809639,,,0.0004329071044921875,0.7991780333220959,6.308854324683547,69.68158050835133,4.085474216844887e-05,0.10916776819899678,0.02439038756582886,0.3254325838536024,15.434936053097248,168.6340351715088,168.64095719909668,0.5090510286688804,1.0636047893365226,,,1.3880546875,0.8904847630262375,0.0,0.01598623323440552
0,,,2.146666684160645e-159,0 days 00:00:22.048778,0.0,,,5.254182809105548e-42,0 days 00:00:00.259603,0 days 00:00:22.049325,16.661330251693727,63.07028742718697,-168.97449934387208,177783.586,0.0008132453087309013,0.010430475609669433,0.0,0.17859725112592303,0.5413368726792914,169.03296069335937,3.443512373805046,169.03038227844237,1.5299218451976777,-0.002578827831894159,3.159169818460941,0.0003,0.13063914563134313,157.32974355697633,56.140984946678394,56.140984946678394,276.8846275828928,276.8846275828928,2.976298490402485e-07,0.2923053523894632,0.0,-1.3627180246114732,1.3630045253038405,1.3630098980665206,5.372762680053711e-06,1.3630372453927995,0.004997081792796962,0.008814683405449613,0.5905590379238128,,,0.004430095672607422,0.6553101214766502,4.540521330207587,49.57066129076481,4.589734086766839e-05,0.11200684807449579,0.024628483574837445,0.3329372552037239,11.589321067512035,168.55218312072753,168.59759226989746,0.534299645960331,1.0671530692378681,,,1.38628125,0.8894023555517196,0.0,0.015926910161972046
0,,,3.801327017564987e-249,0 days 00:00:22.696584,0.0,,,3.583726949260673e-163,0 days 00:00:00.289264,0 days 00:00:22.697141,10.44009952545166,55.271238280177116,-168.88445677185058,178779.586,0.0008482968515524043,0.010831500651032855,0.0,0.18237885503245757,0.5289732077981972,168.91209574890138,3.2415952562093735,168.9112664337158,1.5367725673913957,-0.0008297650218009949,2.898724312722683,0.0003,0.12701692926138639,141.19152926063538,56.23288576095179,56.23288576095179,277.3081260396987,277.3081260396987,2.99956247292954e-07,0.24643437130516396,0.0,-1.3623630318641662,1.362596533179283,1.3622350758314132,-0.000361457347869873,1.3624763878583908,0.005156275698449462,0.006753081212751567,0.5908966855406761,,,-0.005018339157104492,0.5209447495639324,3.179243403479457,34.2877428021431,4.03069609310478e-05,0.1074295195415616,0.02413496430590749,0.3200379551053047,8.387793328583241,168.46390573120118,168.47700778198242,0.48145235717296603,1.0637018842101098,,,1.3883359375,0.8911456243991852,0.0,0.016497648239135743
0,,,1.752059323746961e-87,0 days 00:00:22.117075,1.0,1000.0,2.961826876035174e-24,2.9618268760351736e-27,0 days 00:00:00.279796,0 days 00:00:22.117623,7.8771990871429445,52.10020277523994,-169.01481678771972,179775.59,0.0007671742406858757,0.009870776004867701,0.0,0.16401806432203345,0.5334752841981244,169.01121524047852,3.155228198647499,169.00842909240723,1.5384785474538802,-0.0027859268486499786,2.804417221724987,0.0003,0.12385989397391677,142.04039095973968,56.31303874594858,56.31303874594858,277.7377465483248,277.7377465483248,2.888117401305124e-07,0.24918458439130337,0.0,-1.363693389892578,1.363542137980461,1.3633287633657456,-0.00021337461471557616,1.363390513777733,0.005044659246923402,-0.001105730446637608,0.5902050950527191,,,-0.0005265865325927735,0.6046517939865589,4.175838776469231,45.69153232049942,4.475084494333714e-05,0.10721260573714972,0.02387380978325382,0.3163154136538506,10.581876988530158,168.591216796875,168.57374586486816,0.4785644087791443,1.0650530571142833,,,1.3877734375,0.8887598004341125,0.0,0.015962502479553223
0,,,2.82852803745842e-98,0 days 00:00:22.260811,1.0,1000.0,8.106128869257844e-84,8.106128869257843e-87,0 days 00:00:00.263772,0 days 00:00:22.261346,6.433923679351807,50.32842673969269,-169.1440884399414,180771.59,0.0007513703244846524,0.009411276034718157,0.0,0.15451368520558564,0.5233833837540572,169.14927001953126,3.052134474873543,169.14938940429687,1.4897796220779418,0.00011922156810760497,2.712449470937252,0.0003,0.1269607715010643,144.3531181678772,56.445328612848186,56.445328612848186,278.0940152642578,278.0940152642578,3.534832721250325e-07,0.25405135309678734,0.0,-1.362980265021324,1.3625322902202606,1.3627087347507476,0.00017644453048706055,1.3627554012537002,0.005103180802427232,0.0010806101893540473,0.589726668715477,,,0.00045130157470703124,0.44165760938823223,2.4729546921253203,26.409112422943114,4.336556408088654e-05,0.10244095871970058,0.022880298395175486,0.30376475091278554,6.608396148860455,168.7239832763672,168.71565940856934,0.48582019010186195,1.063623181859652,,,1.3867421875,0.8881163759827614,0.0,0.016000195264816285
0,,,4.742550127307976e-41,0 days 00:00:22.162779,1.0,1000.0,4.910322644240429e-37,4.910322644240429e-40,0 days 00:00:00.288297,0 days 00:00:22.163323,16.613945056915284,63.04539562523365,-169.11185900878905,181767.594,0.000746018581722512,0.009625880820063638,0.0,0.16312840180383442,0.5172167872625505,169.15190650939942,3.55751441013813,169.14853422546386,1.6498130402565003,-0.003372598543763161,3.1396522461771963,0.0003,0.13013049903139473,156.84246252918243,56.602804524841716,56.602804524841716,278.4851337905526,278.4851337905526,3.2206319875527357e-07,0.2913112130807713,0.0,-1.3627004140615464,1.3624844073057174,1.3623457561731338,-0.00013865113258361815,1.3624265196323395,0.0052460709753795525,0.003058999985805713,0.5903260933160782,,,0.0007422752380371094,0.5496001477092505,3.525926518470049,38.26557107448578,4.147416679188609e-05,0.10830557813495398,0.02407429796550423,0.3183985693454742,9.117333120703698,168.69262675476074,168.72027452087403,0.5169925105571747,1.0626593354344367,,,1.3848359375,0.8894169311523438,0.0,0.01588280177116394
0,,,4.737316445019935e-90,0 days 00:00:22.727380,1.0,1000.0,2.0948189509940207e-62,2.0948189509940207e-65,0 days 00:00:00.264116,0 days 00:00:22.727900,5.924729887008667,49.71658651196957,-169.24269633483885,182763.594,0.0007832977377681847,0.009981236644714503,0.0,0.16748145503930637,0.5367666447336878,169.22873567199707,3.1920974512100218,169.2293521118164,1.660071091413498,0.0006159707605838775,2.723244852364063,0.0003,0.12908007576689123,134.0506477842331,56.75534588300437,56.75534588300437,278.8817273004949,278.8817273004949,3.3374672029395923e-07,0.21764062013721558,0.0,-1.363112134695053,1.363041704416275,1.3628337149620056,-0.00020798945426940918,1.3630686540603638,0.005054752416093834,-0.003015081959310919,0.5904921632409096,,,-0.0015172576904296875,0.3703438181132078,1.5924288921058178,16.405478874862194,3.9868933381512764e-05,0.10305124579742551,0.02297321867151186,0.3061560845822096,4.723477000534534,168.82442849731444,168.79578468322754,0.4519065092206001,1.0639699627558388,,,1.383125,0.8909124988913536,0.0,0.016323461532592773
0,,,0.0,0 days 00:00:22.463463,0.0,,,5.27234683881654e-38,0 days 00:00:00.266358,0 days 00:00:22.464011,4.330784290313721,47.75626619756222,-169.37114421081543,183759.598,0.0008173592776193021,0.010573378813719732,0.0,0.1784710704137949,0.5262564157168381,169.3804568939209,3.1183028447628023,169.3778844909668,1.6495617464780807,-0.0025722319185733796,2.6281070066690444,0.0003,0.1212691202647984,133.45599894046782,56.837746000466865,56.837746000466865,279.26830395822225,279.26830395822225,2.511470551311845e-07,0.21945784549007658,0.0,-1.3628391872644425,1.3630153868198396,1.36323508143425,0.0002196946144104004,1.3631634572744369,0.005165791591221932,0.0020284961611032487,0.5905051410198212,,,0.0011040630340576171,0.5096073910444975,3.1312893398553134,33.77975447112322,4.173418541904539e-05,0.10390795964375138,0.02300869323220104,0.31024106925725936,8.245757147431373,168.95681452941895,168.95194763183594,0.4582294954061508,1.0636841520468394,,,1.38603125,0.8880512462854385,0.0,0.016042840719223024
0,,,4.2791354267734424e-64,0 days 00:00:22.298907,0.0,,,1.571088674148326e-66,0 days 00:00:00.283695,0 days 00:00:22.299455,14.444965505599976,60.3920723323822,-169.34346273803712,184755.598,0.0007314538428411865,0.009483507195476467,0.0,0.16210990212078968,0.5307401031883637,169.38455055236815,3.516486465573311,169.38298834228516,1.6576186089515685,-0.0015627184733748435,3.0890689023137092,0.0003,0.13175920639932157,151.18309650611877,56.9298051351076,56.9298051351076,279.63525510017575,279.63525510017575,3.1748617312032935e-07,0.2698754422252532,0.0,-1.3622591555118562,1.362765021920204,1.3626711332798005,-9.388864040374756e-05,1.3628287731409072,0.005225261983694509,0.007647319904761389,0.5910753175616265,,,0.0006567611694335937,0.47432479202747346,2.6985547895729542,28.90192623490095,4.303355049341917e-05,0.10591498004645108,0.023654666604008525,0.3121633756905794,7.285213168799877,168.93451776123047,168.9633893890381,0.5221905912160874,1.065662708878517,,,1.3905859375,0.8879034913778305,0.0,0.01585765027999878
0,,,3.2318818113039057e-209,0 days 00:00:22.506904,0.0,,,3.862850867170154e-143,0 days 00:00:00.287909,0 days 00:00:22.507460,11.896170440673828,57.213376279711724,-169.3726519470215,185751.598,0.0007387990761366215,0.009523779914664224,0.0,0.16045983768600944,0.5307531333966472,169.3898334350586,3.375672661304474,169.38878280639648,1.6032501150369645,-0.0010505859851837158,3.000849713861942,0.0003,0.12376177741959692,147.5032569475174,56.9966722691115,56.9966722691115,280.1202666351944,280.1202666351944,2.5878366468390366e-07,0.25245726245030525,0.0,-1.362871736049652,1.3633508777618408,1.3633319878578185,-1.8889904022216798e-05,1.363274735569954,0.004982862621662207,0.006909828615142033,0.5904370158314705,,,-0.0014525241851806642,0.7373057045936584,5.656130368322134,62.402224821150305,3.9611774496734145e-05,0.10479745272174477,0.02341152296587825,0.3135095552206039,14.01912824612856,168.96402323913574,168.9683160095215,0.48860465544462206,1.0655175555944443,,,1.3899296875,0.89115478515625,0.0,0.01597240114212036
0,,,3.514771333755465e-258,0 days 00:00:22.905338,1.0,1000.0,8.437533651574647e-164,8.437533651574647e-167,0 days 00:00:00.264738,0 days 00:00:22.905859,8.929239473342896,53.514063843011854,-169.41005665588378,186747.602,0.0007536108520839131,0.009784180355675876,0.0,0.16673432265657506,0.5257373023525289,169.43511849975587,3.264437744140625,169.4328987121582,1.5863685992956162,-0.0022192519530653955,2.8740973818302153,0.0003,0.12655308842658997,152.31350618743897,57.136773613801225,57.136773613801225,280.61024369969965,280.61024369969965,2.758818655834716e-07,0.2651362457505893,0.0,-1.3626447522640228,1.363235703587532,1.3634213564395905,0.00018565285205841063,1.3632041754722595,0.00504271953261923,0.002910359667032026,0.5907867033481597,,,0.001505044937133789,0.5085098091512918,3.116793755352497,33.73072955596447,4.753358836751431e-05,0.10440731549263,0.023186505797319113,0.3088098186850548,8.225317188620567,169.00020362854005,169.01239135742188,0.5030486293435097,1.0622222177386285,,,1.3890859375,0.8892558191418648,0.0,0.016258139610290528
